id,region,rule,clientMCC,excludeClientMCC,direction,parentTypeId,excludeParentTypeId,priority,keyword,initiationMode,isCashback,channel,isOverdraftProtection,isBankSpecialSavings,isRej,isTermDepositRedemption,isReversal,deviceId,hasInstallments,transactionPurpose,keywordMccCharge,keywordMccNonCharge,activityClass
JPN_1_____ベンモ,JPN,1,,,,,,,ベンモ,,,Online,,,,,,,,,,,
JPN_1_____ヤフーウォレットケッサイ*,JPN,1,,,,,,,ヤフーウォレットケッサイ*,,,DigitalWallet,,,,,,,,,,,
JPN_1_____ラクテンペイ,JPN,1,,,,,,,ラクテンペイ,,,DigitalWallet,,,,,,,,,,,
JPN_1_____ローン,JPN,1,,,,,,,ローン,,,,,,,,,,,LOAN,22,22,
JPN_1_____ローン オンライン ケッサイ,JPN,1,,,,,,,ローン オンライン ケッサイ,,,,,,,,,,,LOAN,22,22,
JPN_1_____ローン オンライン けっさい,JPN,1,,,,,,,ローン オンライン けっさい,,,,,,,,,,,LOAN,22,22,
JPN_1_____ローン オンライン シハラ,JPN,1,,,,,,,ローン オンライン シハラ,,,,,,,,,,,LOAN,22,22,
JPN_1_____ローン オンライン しはら,JPN,1,,,,,,,ローン オンライン しはら,,,,,,,,,,,LOAN,22,22,
JPN_1_____ローン オンライン 支払,JPN,1,,,,,,,ローン オンライン 支払,,,,,,,,,,,LOAN,22,22,
JPN_1_____ローン オンライン 決済,JPN,1,,,,,,,ローン オンライン 決済,,,,,,,,,,,LOAN,22,22,
JPN_1_____ローンヘンサイ,JPN,1,,,,,,,ローンヘンサイ,,,,,,,,,,,LOAN,22,22,
JPN_1_____ローンへんさい,JPN,1,,,,,,,ローンへんさい,,,,,,,,,,,LOAN,22,22,
JPN_1_____ローン返済,JPN,1,,,,,,,ローン返済,,,,,,,,,,,LOAN,22,22,
ISR_1___CHARGE__אבזרי רכב,ISR,1,,,,CHARGE,,,אבזרי רכב,,,,,,,,,,,,5532,,
ISR_1___CHARGE__אבזרים לרכב,ISR,1,,,,CHARGE,,,אבזרים לרכב,,,,,,,,,,,,5532,,
ISR_1___CHARGE__אביזרי רכב,ISR,1,,,,CHARGE,,,אביזרי רכב,,,,,,,,,,,,5532,,
ISR_1___CHARGE__אביזרים לרכב,ISR,1,,,,CHARGE,,,אביזרים לרכב,,,,,,,,,,,,5532,,
ISR_1___CHARGE__אגודת הכדורסל,ISR,1,,,,CHARGE,,,אגודת הכדורסל,,,,,,,,,,,,7941,,
ISR_1___CHARGE__אגרוף,ISR,1,,,,CHARGE,,,אגרוף,,,,,,,,,,,,7997,,
ISR_2_____אגרות,ISR,2,,,,,,,אגרות,,,,,,,,,,,GOVERNMENT,9311,9311,
ISR_2___CHARGE__אוטו,ISR,2,,,,CHARGE,,,אוטו,,,,,,,,,,,,85,,
ISR_1___CHARGE__אוטובוס,ISR,1,,,,CHARGE,,,אוטובוס,,,,,,,,,,,,4011,,
ISR_1_____אוטומטי,ISR,1,,,,,,,אוטומטי,Automatic,,,,,,,,,,,,,
ISR_2___CHARGE__אוכל,ISR,2,,,,CHARGE,,,אוכל,,,,,,,,,,,,5812,,
ISR_1___CHARGE__אומניות לחימה,ISR,1,,,,CHARGE,,,אומניות לחימה,,,,,,,,,,,,7997,,
ISR_1____0_אונ' ת א -שכר,ISR,1,,,,,,0,אונ' ת א -שכר,,,,,,,,,,,SALARY,29,29,
ISR_1_____אוניברסיטה,ISR,1,,,,,,,אוניברסיטה,,,,,,,,,,,,8220,8220,
ISR_1_____אונליין,ISR,1,,,,,,,אונליין,,,Online,,,,,,,,,,,
ISR_1___CHARGE__אופטומטר,ISR,1,,,,CHARGE,,,אופטומטר,,,,,,,,,,,,8042,,
ISR_1___CHARGE__אופטיק,ISR,1,,,,CHARGE,,,אופטיק,,,,,,,,,,,,8044,,
ISR_1_____אופטיקה,ISR,1,,,,,,,אופטיקה,,,,,,,,,,,,8099,8099,
ISR_2___CHARGE__אופים,ISR,2,,,,CHARGE,,,אופים,,,,,,,,,,,,5462,,
ISR_2___CHARGE__אופיס,ISR,2,,,,CHARGE,,,אופיס,,,,,,,,,,,,7399,,
ISR_2___CHARGE__אופנה,ISR,2,,,,CHARGE,,,אופנה,,,,,,,,,,,,5691,,
ISR_1___CHARGE__אופנה וקוסמטיקה,ISR,1,,,,CHARGE,,,אופנה וקוסמטיקה,,,,,,,,,,,,5691,,
ISR_1___CHARGE__אופני,ISR,1,,,,CHARGE,,,אופני,,,,,,,,,,,,5940,,
ISR_1___CHARGE__אופניים,ISR,1,,,,CHARGE,,,אופניים,,,,,,,,,,,,5940,,
ISR_1___CHARGE__אופנת,ISR,1,,,,CHARGE,,,אופנת,,,,,,,,,,,,5691,,
ISR_1___CHARGE__אופנת שיער,ISR,1,,,,CHARGE,,,אופנת שיער,,,,,,,,,,,,7298,,
ISR_2___CHARGE__אורגני,ISR,2,,,,CHARGE,,,אורגני,,,,,,,,,,,,5499,,
ISR_2___CHARGE__אורגניק,ISR,2,,,,CHARGE,,,אורגניק,,,,,,,,,,,,5499,,
ISR_2___CHARGE__אורגנית,ISR,2,,,,CHARGE,,,אורגנית,,,,,,,,,,,,5499,,
ISR_1___CHARGE__אורטופד,ISR,1,,,,CHARGE,,,אורטופד,,,,,,,,,,,,8011,,
ISR_1___CHARGE__אורתופד,ISR,1,,,,CHARGE,,,אורתופד,,,,,,,,,,,,8011,,
ISR_1___CHARGE__אטליז,ISR,1,,,,CHARGE,,,אטליז,,,,,,,,,,,,5422,,
ISR_1___CHARGE__איגרוף,ISR,1,,,,CHARGE,,,איגרוף,,,,,,,,,,,,7997,,
ISR_1___CHARGE__איטליז,ISR,1,,,,CHARGE,,,איטליז,,,,,,,,,,,,5422,,
ISR_1___CHARGE__אייס קרים,ISR,1,,,,CHARGE,,,אייס קרים,,,,,,,,,,,,5812,,
ISR_2___CHARGE__אייריש בר,ISR,2,,,,CHARGE,,,אייריש בר,,,,,,,,,,,,5813,,
ISR_1___CHARGE__איל מקיאג',ISR,1,,,,CHARGE,,,איל מקיאג',,,,,,,,,,,,5977,,
ISR_1_____אינטרנט,ISR,1,,,,,,,אינטרנט,,,Online,,,,,,,,,,,
ISR_1_____אינטרנט כשר,ISR,1,,,,,,,אינטרנט כשר,,,,,,,,,,,,4814,4814,
ISR_1_____אינטרנט מוגן,ISR,1,,,,,,,אינטרנט מוגן,,,,,,,,,,,,4814,4814,
ISR_1___CHARGE__אינסטלציה,ISR,1,,,,CHARGE,,,אינסטלציה,,,,,,,,,,,,5074,,
ISR_2___CHARGE__איפור,ISR,2,,,,CHARGE,,,איפור,,,,,,,,,,,,5977,,
ISR_1___CHARGE__איפור מקצועי,ISR,1,,,,CHARGE,,,איפור מקצועי,,,,,,,,,,,,7230,,
ISR_1___CHARGE__אלכוהול,ISR,1,,,,CHARGE,,,אלכוהול,,,,,,,,,,,,5921,,
ISR_1___CHARGE__אלקטרוניקה,ISR,1,,,,CHARGE,,,אלקטרוניקה,,,,,,,,,,,,5732,,
ISR_1___CHARGE__אמבטיה,ISR,1,,,,CHARGE,,,אמבטיה,,,,,,,,,,,,5722,,
ISR_1___CHARGE__אמנויות לחימה,ISR,1,,,,CHARGE,,,אמנויות לחימה,,,,,,,,,,,,7997,,
ISR_1___CHARGE__אנימל,ISR,1,,,,CHARGE,,,אנימל,,,,,,,,,,,,5995,,
ISR_1___CHARGE__אסטטיקה,ISR,1,,,,CHARGE,,,אסטטיקה,,,,,,,,,,,,8011,,
ISR_1___CHARGE__אסייתי,ISR,1,,,,CHARGE,,,אסייתי,,,,,,,,,,,,5812,,
ISR_1___CHARGE__אספרסו בר,ISR,1,,,,CHARGE,,,אספרסו בר,,,,,,,,,,,,5812,,
ISR_1___CHARGE__אסתטיקה,ISR,1,,,,CHARGE,,,אסתטיקה,,,,,,,,,,,,8011,,
ISR_1___CHARGE__אסתתיקה,ISR,1,,,,CHARGE,,,אסתתיקה,,,,,,,,,,,,8011,,
ISR_2___CHARGE__אפיה,ISR,2,,,,CHARGE,,,אפיה,,,,,,,,,,,,5251,,
ISR_2___CHARGE__אפנה,ISR,2,,,,CHARGE,,,אפנה,,,,,,,,,,,,5691,,
ISR_2___CHARGE__אפנת,ISR,2,,,,CHARGE,,,אפנת,,,,,,,,,,,,5691,,
ISR_1___CHARGE__אפנת שיער,ISR,1,,,,CHARGE,,,אפנת שיער,,,,,,,,,,,,7298,,
ISR_1___CHARGE__אקדמיה לכדורגל,ISR,1,,,,CHARGE,,,אקדמיה לכדורגל,,,,,,,,,,,,7997,,
ISR_1___CHARGE__אקססוריז,ISR,1,,,,CHARGE,,,אקססוריז,,,,,,,,,,,,5691,,
ISR_1___CHARGE__אקססורייז,ISR,1,,,,CHARGE,,,אקססורייז,,,,,,,,,,,,5699,,
ISR_1_____ארגון חסד,ISR,1,,,,,,,ארגון חסד,,,,,,,,,,,,8661,8661,
ISR_2___CHARGE__באגט,ISR,2,,,,CHARGE,,,באגט,,,,,,,,,,,,5812,,
ISR_1___CHARGE__באולינג,ISR,1,,,,CHARGE,,,באולינג,,,,,,,,,,,,7933,,
ISR_2___CHARGE__בגדי,ISR,2,,,,CHARGE,,,בגדי,,,,,,,,,,,,5691,,
ISR_1___CHARGE__בגדים,ISR,1,,,,CHARGE,,,בגדים,,,,,,,,,,,,5691,,
ISR_2___CHARGE__בואלינג,ISR,2,,,,CHARGE,,,בואלינג,,,,,,,,,,,,7933,,
ISR_1___CHARGE__בולנז'רי,ISR,1,,,,CHARGE,,,בולנז'רי,,,,,,,,,,,,5422,,
ISR_1___CHARGE__בולנזרי,ISR,1,,,,CHARGE,,,בולנזרי,,,,,,,,,,,,5422,,
ISR_1___CHARGE__בורגר,ISR,1,,,,CHARGE,,,בורגר,,,,,,,,,,,,5812,,
ISR_1___CHARGE__בורקס,ISR,1,,,,CHARGE,,,בורקס,,,,,,,,,,,,5812,,
ISR_2___CHARGE__בזאר,ISR,2,,,,CHARGE,,,בזאר,,,,,,,,,,,,5262,,
ISR_1___CHARGE__בחינות,ISR,1,,,,CHARGE,,,בחינות,,,,,,,,,,,,8299,,
"ISR_2___CHARGE__בי""ח",ISR,2,,,,CHARGE,,,"בי""ח",,,,,,,,,,,,8011,,
"ISR_2___CHARGE__בי""ס",ISR,2,,,,CHARGE,,,"בי""ס",,,,,,,,,,,,8299,,
ISR_1___CHARGE__ביגוד,ISR,1,,,,CHARGE,,,ביגוד,,,,,,,,,,,,5691,,
ISR_1___CHARGE__ביגוד וקוסמטיקה,ISR,1,,,,CHARGE,,,ביגוד וקוסמטיקה,,,,,,,,,,,,5691,,
"ISR_1_____ביה""ח",ISR,1,,,,,,,"ביה""ח",,,,,,,,,,,,8099,8099,
"ISR_2___CHARGE__ביה""ס",ISR,2,,,,CHARGE,,,"ביה""ס",,,,,,,,,,,,8299,,
ISR_2___CHARGE__ביהס,ISR,2,,,,CHARGE,,,ביהס,,,,,,,,,,,,8299,,
ISR_2_____ביוב,ISR,2,,,,,,,ביוב,,,,,,,,,,,,4900,4900,
ISR_2___CHARGE__ביוטי,ISR,2,,,,CHARGE,,,ביוטי,,,,,,,,,,,,5977,,
ISR_1_____ביטוח,ISR,1,,,,,,,ביטוח,,,,,,,,,,,INSURANCE,6300,6300,
ISR_1___CHARGE__בייגל,ISR,1,,,,CHARGE,,,בייגל,,,,,,,,,,,,5812,,
ISR_1___CHARGE__בייק סטיישן,ISR,1,,,,CHARGE,,,בייק סטיישן,,,,,,,,,,,,5462,,
ISR_2___CHARGE__בייקר,ISR,2,,,,CHARGE,,,בייקר,,,,,,,,,,,,5462,,
ISR_1___CHARGE__בייקרי,ISR,1,,,,CHARGE,,,בייקרי,,,,,,,,,,,,5462,,
ISR_1___CHARGE__ביליארד,ISR,1,,,,CHARGE,,,ביליארד,,,,,,,,,,,,7932,,
ISR_2___CHARGE__ביסטרו,ISR,2,,,,CHARGE,,,ביסטרו,,,,,,,,,,,,5812,,
ISR_2___CHARGE__בירה,ISR,2,,,,CHARGE,,,בירה,,,,,,,,,,,,5921,,
ISR_1___CHARGE__בית הכנסת,ISR,1,,,,CHARGE,,,בית הכנסת,,,,,,,,,,,,8661,,
ISR_1___CHARGE__בית המאפה,ISR,1,,,,CHARGE,,,בית המאפה,,,,,,,,,,,,5462,,
ISR_1___CHARGE__בית הספר,ISR,1,,,,CHARGE,,,בית הספר,,,,,,,,,,,,8299,,
ISR_1___CHARGE__בית וגן,ISR,1,,,,CHARGE,,,בית וגן,,,,,,,,,,,,5722,,
ISR_1_____בית חולים,ISR,1,,,,,,,בית חולים,,,,,,,,,,,,8099,8099,
ISR_1___CHARGE__בית יעקב,ISR,1,,,,CHARGE,,,בית יעקב,,,,,,,,,,,,8211,,
ISR_1___CHARGE__בית כנסת,ISR,1,,,,CHARGE,,,בית כנסת,,,,,,,,,,,,8661,,
ISR_1___CHARGE__בית מאפה,ISR,1,,,,CHARGE,,,בית מאפה,,,,,,,,,,,,5462,,
ISR_1_____בית מרקחת,ISR,1,,,,,,,בית מרקחת,,,,,,,,,,,,5912,5912,
ISR_1___CHARGE__בית ספר,ISR,1,,,,CHARGE,,,בית ספר,,,,,,,,,,,,8299,,
ISR_1___CHARGE__בית קליה,ISR,1,,,,CHARGE,,,בית קליה,,,,,,,,,,,,5411,,
ISR_1___CHARGE__בלונז'רי,ISR,1,,,,CHARGE,,,בלונז'רי,,,,,,,,,,,,5422,,
ISR_1___CHARGE__בלונזרי,ISR,1,,,,CHARGE,,,בלונזרי,,,,,,,,,,,,5422,,
ISR_1___CHARGE__בלונים,ISR,1,,,,CHARGE,,,בלונים,,,,,,,,,,,,5947,,
ISR_1___CHARGE__בנזין,ISR,1,,,,CHARGE,,,בנזין,,,,,,,,,,,,5541,,
ISR_1___CHARGE__בניית אתרים,ISR,1,,,,CHARGE,,,בניית אתרים,,,,,,,,,,,,8999,,
ISR_1___CHARGE__בניית ציפורניים,ISR,1,,,,CHARGE,,,בניית ציפורניים,,,,,,,,,,,,7230,,
ISR_1___CHARGE__בנית אתרים,ISR,1,,,,CHARGE,,,בנית אתרים,,,,,,,,,,,,8999,,
"ISR_2___CHARGE__בע""ח",ISR,2,,,,CHARGE,,,"בע""ח",,,,,,,,,,,,5995,,
ISR_1___CHARGE__בעלי חיים,ISR,1,,,,CHARGE,,,בעלי חיים,,,,,,,,,,,,5995,,
ISR_2___CHARGE__בר וארועים,ISR,2,,,,CHARGE,,,בר וארועים,,,,,,,,,,,,5921,,
ISR_2___CHARGE__בר כל טוב,ISR,2,,,,CHARGE,,,בר כל טוב,,,,,,,,,,,,5411,,
ISR_1___CHARGE__בראנצ,ISR,1,,,,CHARGE,,,בראנצ,,,,,,,,,,,,5812,,
ISR_1___CHARGE__בראסרי,ISR,1,,,,CHARGE,,,בראסרי,,,,,,,,,,,,5812,,
ISR_1___CHARGE__ברזים,ISR,1,,,,CHARGE,,,ברזים,,,,,,,,,,,,5039,,
ISR_1_____בריאות,ISR,1,,,,,,,בריאות,,,,,,,,,,,,8099,8099,
ISR_1_____בריכה,ISR,1,,,,,,,בריכה,,,,,,,,,,,,7997,7997,
ISR_2___CHARGE__בשר,ISR,2,,,,CHARGE,,,בשר,,,,,,,,,,,,5422,,
ISR_2___CHARGE__בשרי,ISR,2,,,,CHARGE,,,בשרי,,,,,,,,,,,,5812,,
ISR_2___CHARGE__בשרים,ISR,2,,,,CHARGE,,,בשרים,,,,,,,,,,,,5422,,
ISR_1_____בתי חולים,ISR,1,,,,,,,בתי חולים,,,,,,,,,,,,8099,8099,
ISR_2___CHARGE__בתי מאפה,ISR,2,,,,CHARGE,,,בתי מאפה,,,,,,,,,,,,5462,,
ISR_1___CHARGE__בתי ספר לכדורגל,ISR,1,,,,CHARGE,,,בתי ספר לכדורגל,,,,,,,,,,,,7997,,
ISR_2___CHARGE__ג'ודו,ISR,2,,,,CHARGE,,,ג'ודו,,,,,,,,,,,,7997,,
ISR_1___CHARGE__ג'חנון,ISR,1,,,,CHARGE,,,ג'חנון,,,,,,,,,,,,5812,,
ISR_1___CHARGE__ג'לטו,ISR,1,,,,CHARGE,,,ג'לטו,,,,,,,,,,,,5812,,
ISR_2___CHARGE__גבות,ISR,2,,,,CHARGE,,,גבות,,,,,,,,,,,,7230,,
ISR_1___CHARGE__גחנון,ISR,1,,,,CHARGE,,,גחנון,,,,,,,,,,,,5812,,
ISR_1___CHARGE__גינון,ISR,1,,,,CHARGE,,,גינון,,,,,,,,,,,,5193,,
ISR_1___CHARGE__גלידה,ISR,1,,,,CHARGE,,,גלידה,,,,,,,,,,,,5812,,
ISR_1___CHARGE__גלידות,ISR,1,,,,CHARGE,,,גלידות,,,,,,,,,,,,5812,,
ISR_1___CHARGE__גלידת,ISR,1,,,,CHARGE,,,גלידת,,,,,,,,,,,,5812,,
ISR_1_____גלריה לאומנו,ISR,1,,,,,,,גלריה לאומנו,,,,,,,,,,,,5932,5932,
ISR_1___CHARGE__גרביים,ISR,1,,,,CHARGE,,,גרביים,,,,,,,,,,,,5691,,
ISR_1___CHARGE__גריל בר,ISR,1,,,,CHARGE,,,גריל בר,,,,,,,,,,,,5812,,
ISR_1___CHARGE__גריל בשר,ISR,1,,,,CHARGE,,,גריל בשר,,,,,,,,,,,,5812,,
ISR_1___CHARGE__גרעיני,ISR,1,,,,CHARGE,,,גרעיני,,,,,,,,,,,,5499,,
"ISR_2___CHARGE__ד""ר",ISR,2,,,,CHARGE,,,"ד""ר",,,,,,,,,,,,8011,,
ISR_1___CHARGE__דברים יפים לבית,ISR,1,,,,CHARGE,,,דברים יפים לבית,,,,,,,,,,,,5719,,
ISR_1___CHARGE__דברים לבית,ISR,1,,,,CHARGE,,,דברים לבית,,,,,,,,,,,,5719,,
ISR_2___CHARGE__דגים,ISR,2,,,,CHARGE,,,דגים,,,,,,,,,,,,5499,,
ISR_2_____דחייה,ISR,2,,,,,,,דחייה,,,,,,TRUE,,,,,,,,
ISR_2___CHARGE__דיאטה,ISR,2,,,,CHARGE,,,דיאטה,,,,,,,,,,,,8011,,
ISR_1___CHARGE__דיאטנית,ISR,1,,,,CHARGE,,,דיאטנית,,,,,,,,,,,,8011,,
ISR_1___CHARGE__דיזיין סטודיו,ISR,1,,,,CHARGE,,,דיזיין סטודיו,,,,,,,,,,,,5719,,
ISR_1___CHARGE__דיזיין סנטר,ISR,1,,,,CHARGE,,,דיזיין סנטר,,,,,,,,,,,,5719,,
ISR_2___CHARGE__דלק,ISR,2,,,,CHARGE,,,דלק,,,,,,,,,,,,5541,,
ISR_1___CHARGE__דלתות,ISR,1,,,,CHARGE,,,דלתות,,,,,,,,,,,,5039,,
ISR_1___CHARGE__דלתות לרכב,ISR,1,,,,CHARGE,,,דלתות לרכב,,,,,,,,,,,,7538,,
ISR_1___CHARGE__דנטלי,ISR,1,,,,CHARGE,,,דנטלי,,,,,,,,,,,,8021,,
ISR_2___CHARGE__דפוס,ISR,2,,,,CHARGE,,,דפוס,,,,,,,,,,,,7221,,
ISR_2___CHARGE__דקור,ISR,2,,,,CHARGE,,,דקור,,,,,,,,,,,,5712,,
ISR_1___CHARGE__דראגסטור,ISR,1,,,,CHARGE,,,דראגסטור,,,,,,,,,,,,5912,,
ISR_1___CHARGE__דריי קלין,ISR,1,,,,CHARGE,,,דריי קלין,,,,,,,,,,,,7216,,
ISR_1___CHARGE__דרינק,ISR,1,,,,CHARGE,,,דרינק,,,,,,,,,,,,5813,,
ISR_2_____ה.ק,ISR,2,,,,,,,ה.ק,Automatic,,,,,,,,,,,,,
ISR_2_____ה.ק.,ISR,2,,,,,,,ה.ק.,Automatic,,,,,,,,,,,,,
ISR_1___CHARGE__הארכות שיער,ISR,1,,,,CHARGE,,,הארכות שיער,,,,,,,,,,,,7230,,
ISR_2___CHARGE__הבאגט,ISR,2,,,,CHARGE,,,הבאגט,,,,,,,,,,,,5812,,
ISR_2___CHARGE__הבשר,ISR,2,,,,CHARGE,,,הבשר,,,,,,,,,,,,5422,,
ISR_1___CHARGE__הדברה,ISR,1,,,,CHARGE,,,הדברה,,,,,,,,,,,,7342,,
"ISR_2_____הו""ק",ISR,2,,,,,,,"הו""ק",Automatic,,,,,,,,,,,,,
ISR_2___CHARGE__הוטל,ISR,2,,,,CHARGE,,,הוטל,,,,,,,,,,,,7011,,
ISR_2___CHARGE__הום,ISR,2,,,,CHARGE,,,הום,,,,,,,,,,,,57,,
ISR_1___CHARGE__הום אקססוריז,ISR,1,,,,CHARGE,,,הום אקססוריז,,,,,,,,,,,,5712,,
ISR_1___CHARGE__הום דיזיין,ISR,1,,,,CHARGE,,,הום דיזיין,,,,,,,,,,,,5712,,
ISR_2___CHARGE__הום סטייל,ISR,2,,,,CHARGE,,,הום סטייל,,,,,,,,,,,,5712,,
ISR_1___CHARGE__הום סטיילינג,ISR,1,,,,CHARGE,,,הום סטיילינג,,,,,,,,,,,,5712,,
ISR_1___CHARGE__הומאופת,ISR,1,,,,CHARGE,,,הומאופת,,,,,,,,,,,,5912,,
ISR_1___CHARGE__הומיאופת,ISR,1,,,,CHARGE,,,הומיאופת,,,,,,,,,,,,5912,,
ISR_1___CHARGE__הופעה,ISR,1,,,,CHARGE,,,הופעה,,,,,,,,,,,,7922,,
ISR_1___CHARGE__הופעות,ISR,1,,,,CHARGE,,,הופעות,,,,,,,,,,,,7922,,
ISR_1_____הוראת-קבע,ISR,1,,,,,,,הוראת-קבע,Automatic,,,,,,,,,,,,,
ISR_1_____הוראת ק,ISR,1,,,,,,,הוראת ק,Automatic,,,,,,,,,,,,,
ISR_1_____הוראת קבע,ISR,1,,,,,,,הוראת קבע,Automatic,,,,,,,,,,,,,
ISR_1___CHARGE__החומוס,ISR,1,,,,CHARGE,,,החומוס,,,,,,,,,,,,5812,,
ISR_2_____החזר,ISR,2,,,,,,,החזר,,,,,,,,TRUE,,,,,,
ISR_2___CHARGE__הטבק,ISR,2,,,,CHARGE,,,הטבק,,,,,,,,,,,,5993,,
ISR_2___CHARGE__הייר דיזאין,ISR,2,,,,CHARGE,,,הייר דיזאין,,,,,,,,,,,,7230,,
ISR_2___CHARGE__הייר דיזיין,ISR,2,,,,CHARGE,,,הייר דיזיין,,,,,,,,,,,,7230,,
ISR_1___CHARGE__הייר סטייל,ISR,1,,,,CHARGE,,,הייר סטייל,,,,,,,,,,,,7230,,
ISR_1___CHARGE__היירסטייל,ISR,1,,,,CHARGE,,,היירסטייל,,,,,,,,,,,,7230,,
ISR_2___CHARGE__הירק,ISR,2,,,,CHARGE,,,הירק,,,,,,,,,,,,5499,,
ISR_1___CHARGE__הכל לבית,ISR,1,,,,CHARGE,,,הכל לבית,,,,,,,,,,,,5722,,
ISR_1___CHARGE__הכל לבניין,ISR,1,,,,CHARGE,,,הכל לבניין,,,,,,,,,,,,57,,
ISR_1___CHARGE__הכל לילד,ISR,1,,,,CHARGE,,,הכל לילד,,,,,,,,,,,,5641,,
ISR_1___CHARGE__הלבשה,ISR,1,,,,CHARGE,,,הלבשה,,,,,,,,,,,,5691,,
ISR_1___CHARGE__הלבשת,ISR,1,,,,CHARGE,,,הלבשת,,,,,,,,,,,,5691,,
ISR_1_____הלואה,ISR,1,,,,,,,הלואה,,,,,,,,,,,LOAN,22,22,
ISR_1_____הלוואה,ISR,1,,,,,,,הלוואה,,,,,,,,,,,LOAN,22,22,
ISR_2___CHARGE__הלחם,ISR,2,,,,CHARGE,,,הלחם,,,,,,,,,,,,5462,,
ISR_1___CHARGE__המלבי,ISR,1,,,,CHARGE,,,המלבי,,,,,,,,,,,,5812,,
ISR_2___CHARGE__הנגריה,ISR,2,,,,CHARGE,,,הנגריה,,,,,,,,,,,,5712,,
ISR_1___CHARGE__הנוער העובד והלומד,ISR,1,,,,CHARGE,,,הנוער העובד והלומד,,,,,,,,,,,,7032,,
ISR_1___CHARGE__הנעלה,ISR,1,,,,CHARGE,,,הנעלה,,,,,,,,,,,,5661,,
ISR_2___CHARGE__הסביח,ISR,2,,,,CHARGE,,,הסביח,,,,,,,,,,,,5814,,
ISR_1___CHARGE__הסעדה,ISR,1,,,,CHARGE,,,הסעדה,,,,,,,,,,,,5812,,
ISR_2___CHARGE__הסתדרות הצופים,ISR,2,,,,CHARGE,,,הסתדרות הצופים,,,,,,,,,,,,7032,,
ISR_1___CHARGE__העוף והבשר,ISR,1,,,,CHARGE,,,העוף והבשר,,,,,,,,,,,,5422,,
ISR_1___CHARGE__העמותה לספורט,ISR,1,,,,CHARGE,,,העמותה לספורט,,,,,,,,,,,,7941,,
ISR_2___CHARGE__הפאב האירי,ISR,2,,,,CHARGE,,,הפאב האירי,,,,,,,,,,,,5813,,
ISR_2___CHARGE__הפינה של,ISR,2,,,,CHARGE,,,הפינה של,,,,,,,,,,,,5499,,
ISR_1_____הפקדה לפקדון,ISR,1,,,,,,,הפקדה לפקדון,,,,,,,,,,,SAVINGS,78,78,
ISR_1___CHARGE__הפרי והירק,ISR,1,,,,CHARGE,,,הפרי והירק,,,,,,,,,,,,5499,,
ISR_2___CHARGE__הצגה,ISR,2,,,,CHARGE,,,הצגה,,,,,,,,,,,,7922,,
ISR_2___CHARGE__הצופים שבט,ISR,2,,,,CHARGE,,,הצופים שבט,,,,,,,,,,,,7032,,
ISR_2___CHARGE__הקצב,ISR,2,,,,CHARGE,,,הקצב,,,,,,,,,,,,5422,,
ISR_2___CHARGE__הרהיט,ISR,2,,,,CHARGE,,,הרהיט,,,,,,,,,,,,5712,,
ISR_1___CHARGE__השומר הצעיר,ISR,1,,,,CHARGE,,,השומר הצעיר,,,,,,,,,,,,7032,,
ISR_2___CHARGE__השוק,ISR,2,,,,CHARGE,,,השוק,,,,,,,,,,,,5411,,
ISR_1___CHARGE__השכרת רכב,ISR,1,,,,CHARGE,,,השכרת רכב,,,,,,,,,,,,7512,,
ISR_2___CHARGE__וועד בית,ISR,2,,,,CHARGE,,,וועד בית,,,,,,,,,,,,6513,,
ISR_2___CHARGE__וועד הבית,ISR,2,,,,CHARGE,,,וועד הבית,,,,,,,,,,,,6513,,
ISR_1___CHARGE__וטרינר,ISR,1,,,,CHARGE,,,וטרינר,,,,,,,,,,,,742,,
ISR_1___CHARGE__וטרינרי,ISR,1,,,,CHARGE,,,וטרינרי,,,,,,,,,,,,742,,
ISR_1___CHARGE__וידאו,ISR,1,,,,CHARGE,,,וידאו,,,,,,,,,,,,7833,,
ISR_1___CHARGE__ויטרינרי,ISR,1,,,,CHARGE,,,ויטרינרי,,,,,,,,,,,,742,,
ISR_1___CHARGE__וילונות,ISR,1,,,,CHARGE,,,וילונות,,,,,,,,,,,,5712,,
ISR_2___CHARGE__ועד בית,ISR,2,,,,CHARGE,,,ועד בית,,,,,,,,,,,,6513,,
ISR_2___CHARGE__ועד הבית,ISR,2,,,,CHARGE,,,ועד הבית,,,,,,,,,,,,6513,,
ISR_1___CHARGE__זגגות,ISR,1,,,,CHARGE,,,זגגות,,,,,,,,,,,,5231,,
ISR_1___CHARGE__זגגות רכב,ISR,1,,,,CHARGE,,,זגגות רכב,,,,,,,,,,,,5532,,
TWN_1_____信用貸款,TWN,1,,,,,,,信用貸款,,,,,,,,,,,LOAN,22,22,
ISR_1_____חברת המים,ISR,1,,,,,,,חברת המים,,,,,,,,,,,,4900,4900,
ISR_2___CHARGE__חוגים,ISR,2,,,,CHARGE,,,חוגים,,,,,,,,,,,,8299,,
ISR_2___CHARGE__חומוס,ISR,2,,,,CHARGE,,,חומוס,,,,,,,,,,,,5814,,
ISR_1___CHARGE__חומוסיה,ISR,1,,,,CHARGE,,,חומוסיה,,,,,,,,,,,,5812,,
ISR_1___CHARGE__חומוסייה,ISR,1,,,,CHARGE,,,חומוסייה,,,,,,,,,,,,5812,,
